name,provider,address,website,contact-person,phone,email,country
BBC MIGRATION AND EDUCATION CONSULTANTS - Mumbai,BBC MIGRATION AND EDUCATION CONSULTANTS - Mumbai,"Suite 502, 5th Floor, Makija Arcade, 35th Road, Near National College, Bandra(W), Mumbai 400052",www.bbcmigration.com,Karim Charania,(+91) 22 6758 2786 ,info@bbcmigration.com ,India
DISCOVER MATRIX - New Delhi,DISCOVER MATRIX - New Delhi,"A-23A, Ground Floor, (Right Side)​, Lajpat Nagar - II, Delhi 110024",www.discovermatrix.com, - ,(+91) 9810437693 ,india@discovermatrix.com ,India
EDU WORLD - Mumbai,EDU WORLD - Mumbai,"Shree, Bombay Cotton Mills Estate, Unit-15, Bhatia Chawl, Mulchand Chowk, T.B.S Kadam Marg, Ahead of Voltas Factory, Kalachowki, Mumbai 400033",www.myeduworld.com,Sonal Parekh,(+91) 22 43154670,info@myeduworld.com,India
EDUMORPHS CONSULTANCY SERVICES - India,EDUMORPHS CONSULTANCY SERVICES - India,"#302 Vishal Chambers, Sector-18 Noida 201301",www.edumorphs.com,Paromita Dey,(+91) 120 4554601 ,admission@edumorphs.com,India
EDWISE INTERNATIONAL - Ahmedabad,EDWISE INTERNATIONAL - Ahmedabad,"304, Campus Corner, Nr. Som Lalit College, St. Xaviers College Char Rasta, Navrangpura Ahmedabad 380009",www.edwiseinternational.com, - ,(+91) 79 4024 3333,ahmedabad@edwiseinternational.com,India
EDWISE INTERNATIONAL - Bangalore,EDWISE INTERNATIONAL - Bangalore,"N-601, 6th Floor, North Block, Front Wing, Manipal Centre, 47, Dickenson Road, Off. M.G. Road, Bangalore 560042",www.edwiseinternational.com, - ,(+91) 80 4350 3333,bangalore@edwiseinternational.com,India
EDWISE INTERNATIONAL - Chandigarh,EDWISE INTERNATIONAL - Chandigarh,"2nd Floor, SCO 59-60, Sector-9-D, Madhya Marg, Chandigarh 160009",www.edwiseinternational.com, - ,(+91) 172 5002 722,chandigarh@edwiseinternational.com,India
EDWISE INTERNATIONAL - Chennai,EDWISE INTERNATIONAL - Chennai,"1st Floor, Pioneer Sudarshan Plaza, 9 Mohan Kumaramangalam Street, Nungambakkam High Road, Chennai 600034",www.edwiseinternational.com, - ,(+91) 44 4292 8200,chennai@edwiseinternational.com,India
EDWISE INTERNATIONAL - Cochin,EDWISE INTERNATIONAL - Cochin,"2nd floor, Velayudhan Vaidyan's Building, Padma Junction, M. G. Road, Cochin 682035",www.edwiseinternational.com, - ,(+91) 484 2373347,cochin@edwiseinternational.com,India
EDWISE INTERNATIONAL - Coimbatore,EDWISE INTERNATIONAL - Coimbatore," 2nd Floor, Ashirwadh, D. B. Road, R.S. Puram, Coimbatore 641002",www.edwiseinternational.com, - ,(+91) 422 4960057,coimbatore@edwiseinternational.com,India
EDWISE INTERNATIONAL - Hyderabad,EDWISE INTERNATIONAL - Hyderabad,"4th Floor, Babukhan Mall, Somajiguda Circle, Opp. Kala Niketan, Hyderabad 500016",www.edwiseinternational.com, - ,(+91) 40 4466 3333,hyderabad@edwiseinternational.com,India
EDWISE INTERNATIONAL - Indore,EDWISE INTERNATIONAL - Indore,"210, Bansi Trade Centre, 581, M G Road, Indore 452001",www.edwiseinternational.com, - ,(+91) 731 4066 446,indore@edwiseinternational.com,India
EDWISE INTERNATIONAL - Jaipur,EDWISE INTERNATIONAL - Jaipur,"605, 6th Flr, Kailash Tower, Tonk Rd, Lalkothi Corner, Next to Apex Mall, Jaipur 302015",www.edwiseinternational.com, - ,(+91) 141 2741 276,jaipur@edwiseinternational.com,India
EDWISE INTERNATIONAL - Kolkata,EDWISE INTERNATIONAL - Kolkata,"602, Woodburn Central, 6th Floor, 5A Woodburn Park, Kolkata 700020",www.edwiseinternational.com, - ,(+91) 33 6612 2333,kolkata@edwiseinternational.com,India
EDWISE INTERNATIONAL - Mumbai,EDWISE INTERNATIONAL - Mumbai,"Jer Mahal, Gr. Floor, Dhobi Talao, Opp. Metro Cinema, Mumbai 400 002",www.edwiseinternational.com,Ajay Sukhwani,(+91) 22 4081 3333 (+91) 22 2200 3338,ho@edwiseinternational.com,India
EDWISE INTERNATIONAL - New Delhi,EDWISE INTERNATIONAL - New Delhi,"N-13, Opp. South Extension Flyover, Above Punjab National Bank, South Extension Part-1, New Delhi 110049",www.edwiseinternational.com, - ,(+91) 11 4700 5333 (+91) 8826288670,delhi@edwiseinternational.com,India
EDWISE INTERNATIONAL - Pune,EDWISE INTERNATIONAL - Pune,"321, Sohrab Hall, 3rd Floor, Sassoon Road, Pune 411 001",www.edwiseinternational.com, - ,(+91) 20 4104 5333,pune@edwiseinternational.com,India
EDWISE INTERNATIONAL - Surat,EDWISE INTERNATIONAL - Surat,"531, 5th Floor, International Trade Centre, Majura Gate, Char Rasta, Near Swaminarayan Complex, Ring Road, Surat 395002",www.edwiseinternational.com, - ,(+91) 261 4113 333,surat@edwiseinternational.com,India
EDWISE INTERNATIONAL - Vishkapatnam,EDWISE INTERNATIONAL - Vishkapatnam,"203, 1st Floor, Eswar Plaza,
Dwarkanagar, Vishkapatnam 530016
",www.edwiseinternational.com, - ,(+91) 891 2730 601 (+91) 9394076002,vizag@edwiseinternational.com,India
GATEWAY ABROAD - Kolkata,GATEWAY ABROAD - Kolkata,"4th Floor, Constantia 11, U.N.Bramachari Road, Kolkata 700017",www.gatewayabroad.com,Samir Nandi,(+91) 9955750000,m.agarwal@gatewayabroad.com,India
GEEBEE EDUCATION PVT LTD - Mumbai,GEEBEE EDUCATION PVT LTD - Mumbai,"27, Vaswani Mansions, 5th Floor, Opp K. C. College, Dinsha Vacha Road,Churchgate, Mumbai 400020",www.geebeeworld.com,Ritesh Savla,(+91) 22 4322 2333,info@geebeeworld.com,India
GLOBAL OPPORTUNITIES - New Delhi,GLOBAL OPPORTUNITIES - New Delhi,"HS-27, Kailash Colony Market, New Delhi 110048",www.global-opportunities.net, - ,(+91) 11 47141414,info@global-opportunities.net ,India
GLOBAL REACH - Kolkata,GLOBAL REACH - Kolkata,"Unit 7W, The Millennium, 235/2A AJC Bose Road Kolkata 700020",www.globalreach.in,Ravi Lochan,(+91) 33 4006 3734 (+91) 98364 83131,ravi@globalreachonline.com,India
IDP EDUCATION - Ahmedabad,IDP EDUCATION - Ahmedabad,"1st & 3rd Floor, Madhav Complex, Hotel President Lane, Off C. G. Road, Navrangpura, Ahmedabad 380009",www.idp.com,Sundeep Malhotra,(+91) 7944118888,info.ahmedabad@idp.com,India
IDP EDUCATION - Amritsar,IDP EDUCATION - Amritsar,"Ltd. SCO 28, Ist Floor, Taneja Towers, DSC, Ranjit Avenue, Block B Amritsar",www.idp.com,Kanchan Bedi,(+91) 183 5020240,info.amritsar@idp.com,India
IDP EDUCATION - Bangalore,IDP EDUCATION - Bangalore,"204-205, 1st Floor, Excellency Building, Papanna Street, St. Mark's Road, Bangalore 560001",www.idp.com,Mohammed Imran,(+91) 8044118888,info.bangalore@idp.com,India
IDP EDUCATION - Chandigarh,IDP EDUCATION - Chandigarh,"For Australia & New Zealand SCO 149-150, 2nd Floor, Sector 9-C, Madhya Marg, Chandigarh 160009",www.idp.com,Vipin Varma,(+91) 1724411888,info.chandigarh@idp.com,India
IDP EDUCATION - Chennai,IDP EDUCATION - Chennai,"1st Floor, KPR Towers New No 2, Subba Rao Avenue, 1st Street, College Road, Nungambakkam, Chennai 600006",www.idp.com,Radhika Somasundram,(+91) 44 3301 8888,info.chennai@idp.com,India
IDP EDUCATION - Cochin,IDP EDUCATION - Cochin,"Coastal Chambers, Opp Mercy estate Hotel, M G Road, Cochin 682016",www.idp.com,Bhuvaneswari S,(+91) 4844411888,info.kochi@idp.com,India
IDP EDUCATION - Coimbatore,IDP EDUCATION - Coimbatore,"1055/7, First Floor, Gowtham Centre, Avinashi Road, Coimbatore 641018",www.idp.com,Radhika Somasundaram,(+91) 4224411888,info.coimbatore@idp.com,India
IDP EDUCATION - Dubai,IDP EDUCATION - Dubai,"104, Century Plaza Building, Jumeirah 1, PO Box 50085, Dubai, United Arab Emirates",www.idp.com,Ms. Sabina Kosuri,(+97) 143 446 814 ,sabina.kosuri@idp.com,India
IDP EDUCATION - Haryana,IDP EDUCATION - Haryana,"2nd Floor, 61, Chimes Building, Sector - 44 Gurgaon, Haryana 122003",www.idp.com,Mukta Sanjeev,(+91) 1244411888,info.gurgaon@idp.com,India
IDP EDUCATION - Hyderabad,IDP EDUCATION - Hyderabad,"3rd Floor North Wing, Challa Chambers, Kapadia Lane, Raj Bhavan Road, Somajiguda, Hyderabad 500082",www.idp.com,Kaushal Kumar Chowbay,(+91) 4044118888,info.hyderabad@idp.com,India
IDP EDUCATION - Jaipur,IDP EDUCATION - Jaipur,"Third Floor at International Business Centre K-14 Ashok Marg, Jaipur 302001",www.idp.com,Abdul Razzak Mohammed ,(+91) 1414411888,info.jaipur@idp.com,India
IDP EDUCATION - Jalandhar,IDP EDUCATION - Jalandhar,"SCO- 39, Ground Floor, opposite to DC office, Near Puda Complex, Jalandhar 144001",www.idp.com,Vipin Varma,(+91) 1814411888,info.jalandhar@idp.com,India
IDP EDUCATION - Kolkata,IDP EDUCATION - Kolkata,"1st Floor, Corporate House, 3A Shakespeare Sarani, Beside A C Market Kolkata 7000071",www.idp.com,Sandip Sarkar,(+91) 33 44118888,info.kolkata@idp.com,India
IDP EDUCATION - Ludhiana,IDP EDUCATION - Ludhiana,"SCO 41,1st Floor, Feroz Gandhi Market, Bhai Bala Chowk, Ludhiana 141001",www.idp.com,Harjot Singh Thind,(+91) 1614211800,info.ludhiana@idp.com,India
IDP EDUCATION - Mumbai,IDP EDUCATION - Mumbai,"Express Building, 3rd Floor, Churchgate, Opp. Churchgate Railway Station, Mumbai 400020",www.idp.com,Shailendra Amin,(+91) 22 4411 8888,info.mumbai@idp.com,India
IDP EDUCATION - New Delhi,IDP EDUCATION - New Delhi,"5th Floor, Suits Nos. 510-513 & 6th Floor, Suits Nos. 610-616, International Trade Towers, Nehru Place, New Delhi- 110019",www.idp.com,Mukta Sanjeev,(+91) 11 4411 8888,info.newdelhi@idp.com,India
IDP EDUCATION - Pune,IDP EDUCATION - Pune,"Office No.1, Ground Floor and Mezzanine Floor, Dnyanesh Complex 103, CTS No. 1179/3,Shivaji Nagar, Pune 411015",www.idp.com,Sundeep Malhotra,(+91) 20 4411 8888,info.pune@idp.com,India
IDP EDUCATION - Vadodara,IDP EDUCATION - Vadodara,"205, 2nd Floor, OCEAN Dr. Sarabhai Road, Genda Circle, Vadodara 390003",www.idp.com,Vaibhav Nagpal,(+91) 265 613 5200,info.vadodara@idp.com,India
IDP EDUCATION - Visakhapatnam,IDP EDUCATION - Visakhapatnam,"Door Number : 10-1-9/4 Vinayagar Heights Sampat Vinayaka Temple, Asilmetta Visakhapatnam",www.idp.com,Anjali Sood,(+91) 8916611888,info.visakhapatnam@idp.com,India
INTERNATIONAL PLACEWELL CONSULTANTS - India,INTERNATIONAL PLACEWELL CONSULTANTS - India,"601, Bhikaji Cama Bhawan, Near Hotel Hyatt Regency, Bhikaji Cama Place, New Delhi",www.educationoverseas.com, - ,(+91) 9810005111,delhi@educationoverseas.com,India
KAAISER STUDY ABROAD - New Delhi,KAAISER STUDY ABROAD - New Delhi,"25B, 2nd Floor, AB Commercial Centre, Behind Aashlok Hospital, Safdarjung Enclave, New Delhi 110029
",www.kaaiser.com, - ,(+91) 753 300 6606 ,admissions@kaaiser.com,India
KRISHNA CONSULTANTS - India,KRISHNA CONSULTANTS - India,"Krishna’, Plot No. 10/2, I.T. Park, Opp. V.N.I.T, Behind Infotech Tower, Parsodi Nagpur 440022",www.studies-overseas.com,Pankaj Agrawal ,(+91) 712 2222061,info@studies-overseas.com,India
NEPTUNE EDUCATION CONSULTANTS - Ahmedabad,NEPTUNE EDUCATION CONSULTANTS - Ahmedabad,"Corporate House #2, Shivalik Plaza, Nr. AMA, Atira Road, Ambawadi, Ahmedabad 380015",www.neptune-edu.com, - ,(+91) 79 30085464,info@neptune-edu.com ,India
OCEANIC CONSULTANTS PVT LTD - Chandigarh,OCEANIC CONSULTANTS PVT LTD - Chandigarh,"SCO 124-126, Sector-9C, Behind CITCO Petrol Pump, Chandigarh 160009",www.oceanicconsultants.com, - ,(+91) 172 3300 300 ,admissions@oceanicconsultants.com,India
PAC ASIA STUDY ABROAD - New Delhi,PAC ASIA STUDY ABROAD - New Delhi,"Plot No-2, 3rd Floor, Sector C, Nelson Mandela Road, Vasant Kunj, New Delhi 110070",www.pacasia.org, - ,(+91) 11 26765000,info@pacasia.org,India
PLANET EDUCATION - Ahmedabad,PLANET EDUCATION - Ahmedabad,"3 Sripalnagar society, Opp. Hotel Fortune Landmark, Usmanpura, Ahmedabad 380013",www.planeteducation.info,NIPA SHAH,(+91) 79 4904 1900,contact@planeteducation.info ,India
READ ABROAD CONSULTANTS - Secunderabad,READ ABROAD CONSULTANTS - Secunderabad,"28 Devaki Chambers,1-7-74/79, S.D.Road, Secunderabad 500003",www.readabroad.com, - ,(+91) 7674803536,info@readabroad.com,India
SANTA MONICA STUDY ABROAD PVT LTD - Cochin,SANTA MONICA STUDY ABROAD PVT LTD - Cochin,"Bio Arcade Building, Layam Road, Cochin",www.santamonicaedu.in, - ,(+91) 9645222999,nicy@santamonicaedu.in,India
SIEC EDUCATION - New Delhi,SIEC EDUCATION - New Delhi,"B-2/9 1st Floor, Opposite Happy Model School, Janakpuri, New Delhi 110058",www.siecindia.com, - ,(+91) 1143765500,enquiry@siecindia.com,India
SOUTHERN SEAS EDUCATION - Pune,SOUTHERN SEAS EDUCATION - Pune,"6, B.J.Road, Rowshini Bunglow, Next to Godrej Showroom, Near Sadhu Waswani Chowk, Pune 411001",www.southernseas.com,-,(+91) 22 640 3362,info@southernseas.com,India
THE CHOPRAS - New Delhi,THE CHOPRAS - New Delhi,"1006, Chiranjiv Tower, Nehru Place, New Delhi 110019",www.thechopras.com, - ,(+91) 11 4381000,delhi@thechopras.com,India
TRANS GLOBE - Rajkot,TRANS GLOBE - Rajkot,"Trans Globe House Opp King's Land Towers, Amin Marg, Rajkot 360 005",www.transglobeedu.com, - ,(+91) 281 2583511,admin@transglobe-edu.com,India
VDIEC - Bhopal,VDIEC - Bhopal,"S-3, II Floor, E-5/16, Arera Colony, Bhopal",www.vdiec.edu.in, - ,(+91) 755 4236394,info@vdiec.com,India
VIEC EDUCATION - New Delhi,VIEC EDUCATION - New Delhi,"Office No. 1 to 8, S-1, Ground Floor,Block-F, American Plaza, International Trade Tower, Nehru Place, New Delhi - 110019",www.vieceducation.com , - ,(+91) 9999143661,info@vieceducation.com,India
ALFALINK - Surabaya West,ALFALINK - Surabaya West,"Ruko Rich Palace Kav. R-40 , I-1, Jl. Mayjend Sungkono 149 – 151 Surabaya 60225",www.alfalink.net,Arlene,(62) 031 566 1188,info@alfalink.net,Indonesia
AS STUDENT SERVICES - Medan,AS STUDENT SERVICES - Medan,"Jl. Malibu Alam Raya Blok FF No. 88, Malibu Club House",www.asstudent.com.au,Effendy,(62) 81 630 1637,p.e.lie@asstudent.co.id,Indonesia
AUSTRALIA CENTRE - MEDAN,AUSTRALIA CENTRE - MEDAN,"Jl. R.A. Kartini No. 32,Medan 20152",www.acmedan.com,Irene,(62) 61 455 5015,info@acmedan.com,Indonesia
CENTRAL EDUCATION SERVICES - Jakarta,CENTRAL EDUCATION SERVICES - Jakarta,"Jl. Boulevard Raya Blok QF I/8, Kelapa Gading",www.ceseducation.org,Julia Tukiran,(62) 21 4528571,info@ceseducation.org,Indonesia
CENTRAL STUDENT SERVICES - Palembang,CENTRAL STUDENT SERVICES - Palembang,"Jl. Bangau No.169 depan SMA Xaverius 1, Palembang 30113 ",www.central-education.com,Yovita Salim,(62) 0711 318808,info@central-student.com,Indonesia
COMPASS INTERNATIONAL EDUCATION CONSULTANT - Jakarta,COMPASS INTERNATIONAL EDUCATION CONSULTANT - Jakarta,"Jln. Setiabudi 3 No. 2A, Setiabudi, Jakarta Selatan 12910",www.investoz.biz/index.php,Dewi,(62) 2152921637,compass.education2@gmail.com,Indonesia
COSMO EDUCATION - Jakarta,COSMO EDUCATION - Jakarta,"Jl. Gunung Sahari raya No. 12-E Jakarta, Jakarta Raya 10720 Indonesia",no website,Ms I-ing,(62) 2 1600 9111,cosmoedu@cbn.net.id,Indonesia
EDLINK + CONNEX - Indonesia,EDLINK + CONNEX - Indonesia,"Plaza Sentral 10th Floor, Jl. Jend Sudirman Kav 10",www.edlinkeducation.com,Sugih,(62) 21 2524568,info@edlink.or.id,Indonesia
GLOBAL TOTAL EDUCATION SERVICES - Medan,GLOBAL TOTAL EDUCATION SERVICES - Medan,Jl. K.L. Yos Sudarso No. 71C Glugur Kota,www.globaltotal.web.id,Gunawati,(62) 61 6617131,admissions@globaltotal.web.id,Indonesia
GOLDEN GATE EDUCATION - Indonesia,GOLDEN GATE EDUCATION - Indonesia,"Jln. Sultan Iskandar Muda No18G, Arteri Pondok Indah",www.ggeducation.net,Heru,(62) 8 1212 454545,info@elceducation.net,Indonesia
HOPE 2000 EDUCATION - Jakarta,HOPE 2000 EDUCATION - Jakarta,Jl. Agung Utara Raya Blok A 36 D N0. 36 (Sunter) Jakarta Utara 14350,www.hope2000education.com,Tomy,(62) 21 65304209,hope_2000@cbn.net.id,Indonesia
ICAN EDUCATION - Jakarta,ICAN EDUCATION - Jakarta,Komplek Ruko Voronez CA 24 No. 7. Gading Serpong,www.ican-education.com,Kevin Putra,(62) 21 6667 0204,info@ican-education.com,Indonesia
IDP EDUCATION - Jakarta,IDP EDUCATION - Jakarta,"Wisma Budi 5th Floor Room 501, Jl. Rasuna Said Kav C6, Jakarta 12940",www.idp.com,Hengky Hasiholan,(62) 21 252 3291,info.jakarta@idp.com,Indonesia
JACK STUDY ABROAD - Indonesia,JACK STUDY ABROAD - Indonesia,"Ruko Financial Centre BA2 No. 54, Gading Serpong, Tangerang 15810",www.jackstudy.com/indonesia,Juwita,(62) 21 5476600,juwita@jackstudy.com,Indonesia
MEDIA EDUCATION CONSULTANT - Jakarta,MEDIA EDUCATION CONSULTANT - Jakarta,"Jl. KH. Hasyim Ashari 125, Komplek Perkantoran Roxy Mas Blok D5 No.14, Jakarta",www.media-link.jh-aiti.net,Grace,(62) 216328261,grace@media-link.or.id,Indonesia
PREMIER STUDY MANAGEMENT - Indonesia,PREMIER STUDY MANAGEMENT - Indonesia,Jl. Puri Permai I Blok W 1/3,N/A,Agustinus,(62) 21 917 0065,psmjkt@dnet.net.id,Indonesia
PROGRESS STUDY CONSULTANCY - Jakarta,PROGRESS STUDY CONSULTANCY - Jakarta,Jl. Tomang Raya No.70,www.progress-study.com.au,,(62) 21 567 3234,jakarta@progress-study.com,Indonesia
STUDYZONE - Jakarta,STUDYZONE - Jakarta,"JL Cideng Timur No. 79, Jakarta 10130",www.studyzone.co.id,Janto,(62) 213868383,info@studyzone.co.id,Indonesia
SUN EDUCATION GROUP - Jakarta,SUN EDUCATION GROUP - Jakarta,"Ged Graha Kencana, Level 9 Unit A, Jl. Raya Pejuangan No. 88 Kebon Jeruk, Jakarta Barat 11530",www.suneducationgroup.com,Christina Huangda,(62)  21 5366 0001,admissions@suneducationgroup.com,Indonesia
UNIVERSAL SERVICES - Jakarta,UNIVERSAL SERVICES - Jakarta,"Jln. Boulevard Raya RA XIX 8, Kelapa Gading Barat, Jakarta Utara, Jakarta Raya, 14240, Indonesia",www.infostudiluarnegeri.com,Mr. Suwito / Mr. Wenas ,(62) 21 224 54109,universal.jakarta@gmail.com,Indonesia
VISTA EDUCATION - Surabaya,VISTA EDUCATION - Surabaya,"Graha Vista, Jl. Manyar Kertoarjo v/63, Surabaya 60285",www.vistaeducation.com,Ivan,(62) 31 738 5353,ivanml@indosat.net.id,Indonesia
WINIK EDUCATION AND SERVICES - Indonesia,WINIK EDUCATION AND SERVICES - Indonesia,"Komplek Graha Kencana Unit EA, Jl. Raya Pejuangan 88",N/A,Andreas,(62) 21 532 5966,winik@cbn.net.id,Indonesia
BADA EDUCATION - Busan,BADA EDUCATION - Busan,"Level 3, #485-41, Bujeon-dong,Busanjin-gu,Busan",www.badaedu.com,Seonhye Lee,(82) 51 806 2206,busan@badaedu.com,"Korea, Republic of South"
BADA EDUCATION - Seoul,BADA EDUCATION - Seoul,"Suite 703, Level 7, 437, Gangnam-daero, Seocho-gu, Seoul",www.badaedu.com,Yangeun Kwon,(82) 2 3477 2205,seoul@badaedu.com,"Korea, Republic of South"
CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Busan,CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Busan,"2nd Floor, 700, Jungang-daero, Busanjin-gu, Busan 614 845",www.coei.com,Lia Kim,(82) 5 1817 0766,bs82@chongroyuhak.com,"Korea, Republic of South"
CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Daejeon ,CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Daejeon ,"301 Nude Castle B/D, 482-1 Gung-dong, Yuseong-gu, Daejeon Metropolitan City 305 335",www.coei.com,Jun Do Hyuk,(82) 2 5990091,dj01@chongroyuhak.com,"Korea, Republic of South"
CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Seoul,CHONGRO OVERSEAS EDUCATIONAL INSTITUTE - Seoul,"5th Fl Yoochang Bldg,429 Gangnam-daero, Seocho-gu, Seoul",www.coei.com,Kuhyun Lee,(82) 2599 0091,coei@coei.com,"Korea, Republic of South"
DOOSAN EDU INTERNATIONAL - South Korea,DOOSAN EDU INTERNATIONAL - South Korea,"804 Bando U Square, 12 Samsong-ro, Deogyang-gu,Goyang-si,Gyeonggi-do",www.doosanedu.com,Paul PAEK,(82) 2 737 9550,doosan@doosanedu.com,"Korea, Republic of South"
EDM EDUCATION - Seoul,EDM EDUCATION - Seoul,"11F, 55, Seocho-daero 77-gil, Seocho-gu,Seoul",www.edmuhak.com,Dongwan Noh,(82) 2 562 5091,admissions@edmuhak.com,"Korea, Republic of South"
EDUYOUNG.COM - Seoul,EDUYOUNG.COM - Seoul,"Level 19, Sungji Heights III B/D,642-6 Yeoksam-dong, Gangnam-gu,Seoul",www.eduyoung.com,Simon Kim,(82) 2 552 9271,info@eduyoung.com,"Korea, Republic of South"
GAMJA UHAK - Seoul,GAMJA UHAK - Seoul,"2F,Seoul Building,Seo Cho Dong,Seo Cho Gu 137-856,Seoul",www.gamjauhak.com,Soonyoung Kim,(82) 2 1588 7923,admin@gamjauhak.com,"Korea, Republic of South"
HOJUHELPER EDUCATION CENTRE - Busan,HOJUHELPER EDUCATION CENTRE - Busan,"Hyundae Tower, room 1303, Jeonpodaero 199 gil, 15, Jeonpodong 690-4, Busanjingu, Busan ",www.hojuhelper.com,Hyun Kim,(81) 5 19217523,hojuhelper@hotmail.com,"Korea, Republic of South"
HOJUHELPER EDUCATION CENTRE - Seoul,HOJUHELPER EDUCATION CENTRE - Seoul,"5F, Jicheon Bldg., 818-1 Yeoksam-dong,Gangnam-gu,Seoul",www.hojuhelper.com,Jay Jeong,(82) 2 565 7523,hojuhelper@hotmail.com,"Korea, Republic of South"
HONEW CONSULTING GROUP - Seoul,HONEW CONSULTING GROUP - Seoul,"1811 Ho ,Doosanbearstel,1319-11 Seocho-Dong,Seoul",www.honew.com,Andy Kim,(82) 2 6245 0091,seoul@honew.com.au,"Korea, Republic of South"
I WORLD INTERNATIONAL GROUP - Seoul,I WORLD INTERNATIONAL GROUP - Seoul,"Suite 304, Level 3 Anytower, Gangnamdaero 53-gil 7, Seochogu,Seoul",www.iworldstudy.com,Terry Kim,(82) 2 3472 1113,terry@iworldstudy.com,"Korea, Republic of South"
IAE EDU NET - Seoul,IAE EDU NET - Seoul,"hak Net Building, 21, Yeoksam-ro 8-gil, Gangnam gu,Seoul",www.eduhouse.net,OJ Kim,(82) 2 3481 1217,info@eduhouse.net,"Korea, Republic of South"
IDP EDUCATION - Seoul,IDP EDUCATION - Seoul,"5th Floor, Wooshin Building,1304-5 Seocho-dong,Seocho-gu, Seoul",www.idp.com/korea,Annie Shim,(82) 2 533 7266,info.gangnam@idp.com,"Korea, Republic of South"
KOKOS INTERNATIONAL - Seoul,KOKOS INTERNATIONAL - Seoul,"Suite 501 619-4 Yeoksam-Dong, Gangnam-Gu ",www.ikokos.com,Minseok Jang,(82) 2 566 1178,seoul@ikokos.com,"Korea, Republic of South"
PRIME U HAK PTY LTD - Seoul,PRIME U HAK PTY LTD - Seoul,"801-B BoutiqueMonaco 1316-5, Seocho-dong, Seocho-gu",www.uncuhak.com,Tiffany Lee,(82) 2 582 1007,james@primeuhak.com,"Korea, Republic of South"
U AND I GLOBAL - Seoul,U AND I GLOBAL - Seoul,"Suite 611, Doosan bearstel 1319-11, Seocho-dong, Seocho-gu,Seoul",www.uandIedu.com,Jason Yoo,(82) 2 587 8532,jason@uandiedu.com,"Korea, Republic of South"
UH INTERNATIONAL - Seoul,UH INTERNATIONAL - Seoul,"Suite 202,YuYang B/D,#823-11, Yeoksam-Dong, Gangnam-gu",www.yuhakinet.com,Maria Jang,(82) 2 3477 8337,uhakinet@daum.net,"Korea, Republic of South"
UHAK ACADEMY - Seoul,UHAK ACADEMY - Seoul,"801 (8F) Segye Bldg. 12, Seochodaero 73-gil,Seocho-gu",www.uhakacademy.com,Alex Kim,(82) 2 592 3939,info@uhakacademy.com,"Korea, Republic of South"
UHAK STATION - Busan,UHAK STATION - Busan,"1F 257-9 Bujeon-dong, Busanjin-gu,Busan",www.uhakstation.com,Jason Hwang,(82) 518199809,busan@uhakstation.com,"Korea, Republic of South"
UHAK STATION - Gangnam,UHAK STATION - Gangnam,"Suite 602, Level 6, 1318 Daeseung BD,Seocho-Dong, Seocho-Gu,Seoul",www.uhakstation.com,Jason Hwang,(82) 2 532 6504,gangnam@uhakstation.com,"Korea, Republic of South"
UHAK STATION - Jongro,UHAK STATION - Jongro,"Suite 1408, Level 14,Officia Building, 163 Shinmoonro - 1Ga, Gwang Hwa Moon, Seoul",www.uhakstation.com,Jason Hwang,(82) 2 722 3000,jongro@uhakstation.com,"Korea, Republic of South"
A3 EDUCATION AND TRAINING SDN BHD - Malaysia,A3 EDUCATION AND TRAINING SDN BHD - Malaysia,"Lot 21, 1st Floor, Lido Plaza, Jalan Nosoob Hungab, Penampang, 88300 Kota Kinabalu, Sabah, Malaysia",www.a3.my,Amy TAN,(+608) 8727 802 ,amy@a3.my,Malaysia
AC SERVICES ENTERPRISE - Malaysia,AC SERVICES ENTERPRISE - Malaysia,"Lot B-2-7, 2nd Floor, Block B, Karamunsing Capital, Lorong Capital, 88300 Kota Kinabalu Sabah, Malaysia.",www.acs-enterprise.com,Anthony LIM,(+608) 8448191,anthony@acs-enterprise.com,Malaysia
ASA OVERSEAS EDUCATION SPECIALIST M SDO BHD - Penang,ASA OVERSEAS EDUCATION SPECIALIST M SDO BHD - Penang,"447-7-7,Pulau Tikus Plaza, Burmah Road, Penang 10350",www.asa-edu.com ,Linda CHOO,(+604) 227 0373,account@asa-edu.com,Malaysia
AUG - Ipoh,AUG - Ipoh,33G Persiaran Green hill Ipoh Johor 30450 Malaysia ,www.augstudy.com,Ms Soh Fong Liew,(+60) 52530881,ipoh@augstudy.com,Malaysia
AUG - Johor Bahru ,AUG - Johor Bahru ,"39, Jalan Harimau Tarom Taman Century, 80250 Johor Bahru, Johor, 80250 Malaysia",www.augstudy.com,Ms Hwee Ling Lee,(+60) 3 5634 3770,jb@augstudy.com,Malaysia
AUG - Kuala Lumpur,AUG - Kuala Lumpur,"Suite 4.04, Level 4, Wisma MCA, 163 Jalan Ampang, Kuala Lumpur 50450 Malaysia",www.augstudy.com,Ms Ellen Tan,(+60) 3 5634 3768,kl@augstudy.com,Malaysia
