CA Comments: ,EMPortal number:,provider,address,website,contact-person,phone,email,Given Name,Family Name,country,Business Country Ref Code,Agent Type Ref Code,Agent User Id,PRISMS User Id,,,,,,,,,,,,,,,
,9225,AAS EDUCATION CONSULTANCY - Hong Kong,"Suite 1501 Two Grand Tower, No. 625 Nathan Road Mongkok",www.aas.com.hk,Jacky,+852 23233287,enquiry@aas.com.hk,AAS ,AAS,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,37291,AMBER EDUCATION HONG KONG - Hong Kong,"Unit 818-819, Star House, No.3 Salisbury Road Tsimshatsui Kowloon ",www.amberedu.com.hk,Alex,85223779115,megan.kwok@amberedu.com.hk,Amber ,Amber,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7687,DADI OVERSEAS STUDIES SERVICE CENTRE - Hong Kong,"Room 1801A, 18/F, Star House 3 Salisbury Road Tsim Sha Tsui Kowloon City Kowloon",www.dadi.com.hk,Simon,+852 23148312,dadimkt02@dadi.com.hk,Dadi Overseas Studies ,Dadi Overseas Studies,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,37483,EDUCATION UK LTD - Hong Kong,"Unit B & C, 18/F, Lockhart Centre, 301-307 Lockhart Road Wan Chai",www.edu-uk.net,closed,+852 2525 9849,hongkong@edu-uk.net,EDU Uk ,EDU UK,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9227,ELITE OVERSEAS STUDIES CENTRE - Hong Kong,"Room 2102, 21 F Mongkok Commercial Centre, No.16 Argyle Street Kowloon",www.elitestudies.com.hk,Bessie,+852 3549 6069,info@elitestudies.com.hk,Elite Overseas ,Elite Overseas,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3597,FIRST GLOBAL EDUCATION - Hong Kong,"Room 803, 8/F, 38 Plaza 38 Shantung Street Mong Kok, Kowloon",www.fgedu.com,Joanna,852 2751 1779,info@fgedu.com,First Global ,First Global,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3870,GLOBAL EDUCATION ALLIANCE - Hong Kong," Room 602, On Hong Commercial Building， 145 Hennessy Road， Wanchai",www.geaworld.org,Jessica,2110 3835,info@geacn.net,GEA ,GEA,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4203,HONG KONG EDUCATION WEB - Hong Kong,"Room 901, Shanghai Industrial Investment Building 48 Hennessy Road Wanchai", www.education.com.hk,Laurence,+85 2272 2800,ieu@education.com.hk,Hong Kong Education Web ,Hong Kong Education Web,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4428,IEDUCATION AND TRAINING GROUP - Hong Kong,"Rm 2202, Tung Wai Commercial Buliding 109-111 Gloucester Road Wan Chai",,Eliza,+852 2574 7738,info@ietgroup.com.hk,iEducation ,iEducation,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6708,SUPER RED EDUCATION AND TRAINING CENTRE - Hong Kong,"Unit 1104, 11/F, Fourseas Building 208 - 212 Nathan Road Kowloon",www.superred.com.hk,Connie,852 3105 2962,info@superred.com.hk,Super Red ,Super Red,Hong Kong,HKG,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,11319,Access Academic Consultancy Ltd ,"Rm 1301, Tai Yau Building, 181 Johnston Road, Wanchai, Hong Kong",www.aac.hk,Joshua Tang,2777 8771 ,info@aac.hk ,AAC,,Hong Kong,,,,,,,,,,,,,,,,,,,
,24853,AEA Education Association ,"Unit 1012, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon, Hong Kong",www.aea.org.hk,Catherine Ng,2114 4088,info@aea.org.hk ,AEA,,Hong Kong,,,,,,,,,,,,,,,,,,,
,923,Australian Education Consultancy Limited (AEC),"1802 Causeway Bay Plaza 2, 463 Lockhart Road, Causeway Bay, Hong Kong",www.aecl.com.hk,Emily Cheung,2598 6166,enquiry@aecl.com.hk ,AEC,,Hong Kong,,,,,,,,,,,,,,,,,,,
,4205,Hong Kong Overseas Studies Centre ,"Room 1229-1230, 12/F, Star House, 3 Salisbury Road, Tsim Sha Tsui",www.hkosc.com.hk,Jimmy Wong,2730 2068 ,education@hkosc.com.hk ,HKOSC,,Hong Kong,,,,,,,,,,,,,,,,,,,
,4581,Introducing Australia Studies Centre,"Room 1605, Sino Centre, 582 Nathan Road, Kowloon, Hong Kong",www.iasc.com.hk,Gary Cheung,2771 8987 ,enquiry@iasc.com.hk,IASC,,Hong Kong,,,,,,,,,,,,,,,,,,,
,892,ACE – Academic and Continuing Education Limited ,"913 Lippo Sun Plaza, 28 Canton Road, Tsim Sha Tsui, Hong Kong",www.ace-hk.org,Kenneth Chan,2311 2689,kenneth.chan@ace-hk.org,ACE,,Hong Kong,,,,,,,,,,,,,,,,,,,
,1709,Aston Education ,"5/F, OfficePlus, 303 Hennessy Road, Wanchai, Hong Kong",www.astonhongkong.com,Dahlia Leng,2866 9933 ,info@astonhongkong.com ,ASTON,,Hong Kong,,,,,,,,,,,,,,,,,,,
,2923,"DaDi Overseas Studies Service Centre - Mongkok, Hong Kong","Room 1911, 19/F., One Grand Tower, No.639 Nathan Road, Mong Kok",www.dadi.com.hk,Jenny Chan,2314 8312,jenny@dadi.com.hk ,Dadi,,Hong Kong,,,,,,,,,,,,,,,,,,,
,13127,DaDi Overseas Studies Service Centre - Tsuen Wan Office ,"Room 2301C-2B, 23/F., Nan Fung Centre, No.264-298 Castle Peak Road, Tsuen Wan, New Territories. Hong Kong",www.dadi.com.hk,Monique Or,2416 1808,admin8@dadi.com.hk ,Dadi,,Hong Kong,,,,,,,,,,,,,,,,,,,
,17998,Dadi Overseas Studies Service Centre - Wanchai ,"Room 1307, 13/F., Tai Yau Building, No. 181 Johnston Road, Wanchai, Hong Kong",www.dadi.com.hk,Gini Chung,3153 5123,jenny@dadi.com.hk ,Dadi,,Hong Kong,,,,,,,,,,,,,,,,,,,
,37391,Global Path Consulting ,"Hong KongUnit D, 15/F, Trust Tower, 68 Johnston Road, Wan Chai, Hong Kong",www.gpoverseas.com,Sarah Yung,2381 1818,info@gpoverseas.com ,Global Path,,Hong Kong,,,,,,,,,,,,,,,,,,,
,19958,International Studies Service Centre (ISSC) ,"Rm 2008-11, Wu Sang House, 655 Nathan Road, Mongkok, Kowloon, Hong Kong",www.issc.com.hk,Steve Lo,2591 9997,slo@issc.com.hk,ISSC,,Hong Kong,,,,,,,,,,,,,,,,,,,
,20121,Rise Smart Overseas Education Centre ,"Room F, 9/F, Cameron Plaza, 23-25A Cameron Road, Tsim Sha Tsui, Kowloon, Hong Kong",www.risesmart.com.hk,Joe Li,2980 2306,joe@risesmart.com.hk ,Risesmart,,Hong Kong,,,,,,,,,,,,,,,,,,,
,9090,SYNCHRO Overseas Education ,"Unit 1201, 12/F, Austin Plaza, 83 Austin Road, Tsim Sha Tsui, Hong Kong",www.synedu.hk,Ophelia Tsui,2111 1480,ophelia@synedu.hk ,Synchro,,Hong Kong,,,,,,,,,,,,,,,,,,,
,13005,Skyreach Education Advisory Limited,"Room 201, 2/F., Dannies House, 20 Luard Road, Wanchai ",www.skyreach.com.hk,Susan Lee,2520 3303, info@skyreach.com.hk,Skyreach,,Hong Kong,,,,,,,,,,,,,,,,,,,
,39161,Amber Education Hong Kong - Wanchai ,"Room 1208-1211, Tai Yau Building, 181 Johnston Road, Wanchai, Hong Kong",www.amberedu.com.hk,Alex Leung,2377 7888,alex.leung@amberedu.com.hk,Amber,,Hong Kong,,,,,,,,,,,,,,,,,,,
,42194,Amber Education Hong Kong - MK ,"Unit 1417, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",www.amberedu.com.hk,Joy Lui,2377 9115,joy.lui@amberedu.com.hk,Amber,,Hong Kong,,,,,,,,,,,,,,,,,,,
,13113,AEC- Abroad Education Consultants,"505-509, 5th Floor, Ansal Tower, 38, Nehru Place, New Delhi ",www.aecoverseas.com, - ,(+91) 11 4333 4444,enquiry@aecoverseas.com ,AEC,AEC,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,26520,AECC Global (India),"F-6, 1st Floor, East of Kailash, New Delhi 110065",www.aeccglobal.com/india, - ,(+91) 11 4411 9999 , - ,AECC Global,AECC Global,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,1753,Auscan Consultants,"S.C.O. No 11, Sector 17-E, Above Tejees, Chandigarh",www.auscanimmigration.com, - ,"(+91) 172 5002044
(+91) 172 5002055 ",info@auscanimmigration.com,Auscan ,Auscan ,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,42273,Discover Matrix,"A-23A, Ground Floor, (Right Side)​, Lajpat Nagar - II, Delhi 110024",www.discovermatrix.com, - ,(+91) 9810437693 ,india@discovermatrix.com ,Discover Matrix,Discover Matrix,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,38514,BBC Migration & Education Consultants,"Suite 502, 5th Floor, Makija Arcade, 35th Road, Near National College, Bandra(W), Mumbai 400052",www.bbcmigration.com,Karim Charania,(+91) 22 6758 2786 ,info@bbcmigration.com ,BBC Migration,BBC Migration,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18569,Edumorphs Consultancy Services Private Limited,"#302 Vishal Chambers, Sector-18 Noida 201301",www.edumorphs.com,Paromita Dey,(+91) 120 4554601 ,admission@edumorphs.com,Edumorphs,Edumorphs,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,8471,Edwise International ,"Jer Mahal, Gr. Floor, Dhobi Talao, Opp. Metro Cinema, Mumbai 400 002",www.edwiseinternational.com,Ajay Sukhwani,"(+91) 22 4081 3333
(+91) 22 2200 3338",ho@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23655,Edwise International ,"304, Campus Corner, Nr. Som Lalit College, St. Xaviers College Char Rasta, Navrangpura Ahmedabad 380009",www.edwiseinternational.com, - ,(+91) 79 4024 3333,ahmedabad@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23651,Edwise International ,"N-601, 6th Floor, North Block, Front Wing, Manipal Centre, 47, Dickenson Road, Off. M.G. Road, Bangalore 560042",www.edwiseinternational.com, - ,(+91) 80 4350 3333,bangalore@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23656,Edwise International ,"2nd Floor, SCO 59-60, Sector-9-D, Madhya Marg, Chandigarh 160009",www.edwiseinternational.com, - ,(+91) 172 5002 722,chandigarh@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,26131,Edwise International ,"1st Floor, Pioneer Sudarshan Plaza, 9 Mohan Kumaramangalam Street, Nungambakkam High Road, Chennai 600034",www.edwiseinternational.com, - ,(+91) 44 4292 8200,chennai@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,26132,Edwise International ,"2nd floor, Velayudhan Vaidyan's Building, Padma Junction, M. G. Road, Cochin 682035",www.edwiseinternational.com, - ,(+91) 484 - 2373347,cochin@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,26108,Edwise International ," 2nd Floor, Ashirwadh, D. B. Road, R.S. Puram, Coimbatore 641002",www.edwiseinternational.com, - ,(+91) 422 4960057,coimbatore@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23104,Edwise International ,"N-13, Opp. South Extension Flyover, Above Punjab National Bank, South Extension Part-1, New Delhi 110049",www.edwiseinternational.com, - ,"(+91) 11 4700 5333
(+91) 8826288670",delhi@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23652,Edwise International ,"4th Floor, Babukhan Mall, Somajiguda Circle, Opp. Kala Niketan, Hyderabad 500016",www.edwiseinternational.com, - ,(+91) 40 4466 3333,hyderabad@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,32210,Edwise International ,"210, Bansi Trade Centre, 581, M G Road, Indore 452001",www.edwiseinternational.com, - ,(+91) 731 4066 446,indore@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24702,Edwise International ,"605, 6th Flr, Kailash Tower, Tonk Rd, Lalkothi Corner, Next to Apex Mall, Jaipur 302015",www.edwiseinternational.com, - ,(+91) 141 2741 276,jaipur@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23653,Edwise International ,"602, Woodburn Central, 6th Floor, 5A Woodburn Park, Kolkata 700020",www.edwiseinternational.com, - ,(+91) 33 6612 2333,kolkata@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23654,Edwise International ,"321, Sohrab Hall, 3rd Floor, Sassoon Road, Pune 411 001",www.edwiseinternational.com, - ,(+91) 20 4104 5333,pune@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,23654,Edwise International ,"2nd Floor, Mayur Centre, Opp. Hotel Roopali, F. C. Road, Deccan Gymkhana, Pune - 411004",www.edwiseinternational.com, - ,(+91) 20 4902 2222,punefc@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24806,Edwise International ,"531, 5th Floor, International Trade Centre, Majura Gate, Char Rasta, Near Swaminarayan Complex, Ring Road, Surat 395002",www.edwiseinternational.com, - ,(+91) 261 4113 333,surat@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,29804,Edwise International ,"203, 1st Floor, Eswar Plaza,
Dwarkanagar, Vishkapatnam 530016
",www.edwiseinternational.com, - ,"(+91) 891 2730 601
(+91) 9394076002",vizag@edwiseinternational.com,EDWise,EDWise,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3798,GeeBee Education Pvt Ltd,"27, Vaswani Mansions, 5th Floor, Opp K. C. College, Dinsha Vacha Road,Churchgate, Mumbai 400020",www.geebeeworld.com,Ritesh Savla,(+91) 22 4322 2333,info@geebeeworld.com,Geebee ,Geebee,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,3880,Global Reach,"Unit 7W, The Millennium, 235/2A AJC Bose Road Kolkata 700020",www.globalreach.in,Ravi Lochan,"(+91) 33 4006 3734/1112
(+91) 98364 83131",ravi@globalreachonline.com,Global Reach ,Global Reach,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20190,Global Opportunities,"HS-27, Kailash Colony Market, New Delhi 110048",www.global-opportunities.net, - ,(+91) 11 47141414,info@global-opportunities.net ,Global Opportunities,Global Opportunities,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,21713,International Placewell Consultants Pvt. Ltd.,"601, Bhikaji Cama Bhawan, Near Hotel Hyatt Regency, Bhikaji Cama Place, New Delhi",www.educationoverseas.com, - ,(+91) 9810005111,delhi@educationoverseas.com,IPC,IPC,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4744,Kaaiser Study Abroad,"25B, 2nd Floor, AB Commercial Centre, Behind Aashlok Hospital, Safdarjung Enclave, New Delhi 110029
",www.kaaiser.com, - ,"(+91) 753 300 6606 
Toll Free No: 1800-300-23673",admissions@kaaiser.com,Kaaiser,Kaaiser,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4744,Kaaiser Study Abroad,"Office No. 17, 2nd Floor, Dheeraj Heritage, Milan Subway Junction, S.V. Road, Santa Cruz (W), Mumbai 400054",www.kaaiser.com, - ,"(+91) 865 735 6677 
Toll Free No: 1800-300-23673",admissions@kaaiser.com,Kaaiser,Kaaiser,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4744,Kaaiser Study Abroad,"309 A, 3rd Floor, City Tower, Behind Mainland China, 17 Boat Club Road Dhole Patil Road, Pune 411001",www.kaaiser.com, - ,"(+91) 805 544 2251
Toll Free No: 1800-300-23673",admissions@kaaiser.com,Kaaiser,Kaaiser,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,22918,Krishna Consultants,"Krishna’, Plot No. 10/2, I.T. Park, Opp. V.N.I.T, Behind Infotech Tower, Parsodi Nagpur 440022",www.studies-overseas.com,Pankaj Agrawal ,(+91) 712 2222061/62/63,info@studies-overseas.com,Krishna,Krishna,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,5563,Neptune Educational Consultants,"Corporate House #2, Shivalik Plaza, Nr. AMA, Atira Road, Ambawadi, Ahmedabad 380015",www.neptune-edu.com, - ,(+91) 79 30085464,info@neptune-edu.com ,Neptune,Neptune,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,5688,Oceanic Consultants Pvt Ltd.,"SCO 124-126, Sector-9C, Behind CITCO Petrol Pump, Chandigarh 160009",www.oceanicconsultants.com, - ,(+91) 172 3300 300 ,admissions@oceanicconsultants.com,Oceanic,Oceanic,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,32209,PAC Asia Services Pvt. Ltd.,"Plot No-2, 3rd Floor, Sector C, Nelson Mandela Road, Vasant Kunj, New Delhi 110070",www.pacasia.org, - ,(+91) 11 26765000,info@pacasia.org,PAC Asia,PAC Asia,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,5938,Planet Education,"3 Sripalnagar society, Opp. Hotel Fortune Landmark, Usmanpura, Ahmedabad 380013",www.planeteducation.info,NIPA SHAH,(+91) 79 4904 1900,contact@planeteducation.info ,Planet,Planet,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6086,Read Abroad Consultants Pvt Ltd,"28 Devaki Chambers,1-7-74/79, S.D.Road, Secunderabad 500003",www.readabroad.com, - ,(+91) 7674803536,info@readabroad.com,Read Abroad,Read Abroad,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,26334,Santa Monica Study Abroad Pvt. Ltd.,"Bio Arcade Building, Layam Road, Cochin",www.santamonicaedu.in, - ,(+91) 9645222999,nicy@santamonicaedu.in,Santa Monica,Santa Monica,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6420,SIEC Education Private Limited,"B-2/9 1st Floor, Opposite Happy Model School, Janakpuri, New Delhi 110058",www.siecindia.com, - ,(+91) 1143765500,enquiry@siecindia.com,SIEC,SIEC,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6884,The Chopras,"1006, Chiranjiv Tower, Nehru Place, New Delhi 110019",www.thechopras.com, - ,(+91) 11 4381000,delhi@thechopras.com,Chopras,Chopras,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6884,The Chopras,"3rd Floor, ANR Centre, Opp. City Center Mall, Road No. 1, Banjara Hills, Hyderabad 500 034

Tel: +91- (0)11- 43810000 / 011-26414164/5 / +91 8800889301

Fax: +91- (0)40 - 40361010

Email: hyderabad@thechopras.com",www.thechopras.com, - ,(+91) 11 43810000,,Chopras,Chopras,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6884,The Chopras,"8th Floor, Flat no. 8 Shanti Niketan, 8 Camac Street, Kolkata - 700017",www.thechopras.com, - ,(+91) 11 43810000,kolkata@thechopras.com,Chopras,Chopras,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6884,The Chopras,"Business Point, 2nd Floor, Paliram Road, Off S.V. Road, Behind Brahmakumari Hospital, Next to BMC Office, Opposite Andheri Station, Andheri (West), Mumbai - 400058",www.thechopras.com, - ,(+91) 11 43810000,mumbai@thechopras.com,Chopras,Chopras,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6884,The Chopras,"1206/B/19A, Cifco Centre, 2nd Floor, J M Road, Deccan Gymkhana, (Next to Shiv Sagar Restaurant) Pune - 411004",www.thechopras.com, - ,(+91) 11 43810000,pune@thechopras.com,Chopras,Chopras,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,12611,Trans Globe,"Trans Globe House Opp King's Land Towers, Amin Marg, Rajkot 360 005",www.transglobeedu.com, - ,(+91) 281 2583511,admin@transglobe-edu.com,Trans Globe,Trans Globe,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,19809,VDIEC,"S-3, II Floor, E-5/16, Arera Colony, Bhopal",www.vdiec.edu.in, - ,(+91) 755 4236394,info@vdiec.com,VDIEC,VDIEC,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18079,VIEC,"Office No. 1 to 8, S-1, Ground Floor,Block-F, American Plaza, International Trade Tower, Nehru Place, New Delhi - 110019",www.vieceducation.com , - ,(+91) 9999143661,info@vieceducation.com,VIEC,VIEC,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4334,IDP Education India Pvt. Ltd,"1st & 3rd Floor, Madhav Complex, Hotel President Lane, Off C. G. Road, Navrangpura, Ahmedabad 380009",www.idp.com,Sundeep Malhotra,(+91) 7944118888,info.ahmedabad@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20446,IDP Education India Pvt. Ltd,"Ltd. SCO 28, Ist Floor, Taneja Towers, DSC, Ranjit Avenue, Block B Amritsar",www.idp.com,Kanchan Bedi,(+91) 183 5020240,info.amritsar@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20450,IDP Education India Pvt. Ltd,"204-205, 1st Floor, Excellency Building, Papanna Street, St. Mark's Road, Bangalore 560001",www.idp.com,Mohammed Imran,(+91) 8044118888,info.bangalore@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4355,IDP Education India Pvt. Ltd,"For Australia & New Zealand SCO 149-150, 2nd Floor, Sector 9-C, Madhya Marg, Chandigarh 160009",www.idp.com,Vipin Varma,(+91) 1724411888,info.chandigarh@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20429,IDP Education India Pvt. Ltd,"1st Floor, KPR Towers New No 2, Subba Rao Avenue, 1st Street, College Road, Nungambakkam, Chennai 600006",www.idp.com,Radhika Somasundram,(+91) 44 3301 8888,info.chennai@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20428,IDP Education India Pvt. Ltd,"1055/7, First Floor, Gowtham Centre, Avinashi Road, Coimbatore 641018",www.idp.com,Radhika Somasundaram,(+91) 4224411888,info.coimbatore@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10743,IDP Education India Pvt. Ltd,"5th Floor, Suits Nos. 510-513 & 6th Floor, Suits Nos. 610-616, International Trade Towers, Nehru Place, New Delhi- 110019",www.idp.com,Mukta Sanjeev,(+91) 11 4411 8888,info.newdelhi@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4371,IDP Education India Pvt. Ltd,"2nd Floor, 61, Chimes Building, Sector - 44 Gurgaon, Haryana 122003",www.idp.com,Mukta Sanjeev,(+91) 1244411888,info.gurgaon@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20452,IDP Education India Pvt. Ltd,"3rd Floor North Wing, Challa Chambers, Kapadia Lane, Raj Bhavan Road, Somajiguda, Hyderabad 500082",www.idp.com,Kaushal Kumar Chowbay,(+91) 4044118888,info.hyderabad@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20452,IDP Education India Pvt. Ltd,"Hall no-103, 1st Floor, 6-11/A, Vijaya Sai Towers, Opp. BJP Office, Vivek Nagar, Kukatpally, Hyderabad 500072",www.idp.com,Vishal Sagar,(+91) 40-44208888,info.hyderabad2@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,42310,IDP Education India Pvt. Ltd,"Third Floor at International Business Centre K-14 Ashok Marg, Jaipur 302001",www.idp.com,Abdul Razzak Mohammed ,(+91) 141-4411888,info.jaipur@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20468,IDP Education India Pvt. Ltd,"SCO- 39, Ground Floor, opposite to DC office, Near Puda Complex, Jalandhar 144001",www.idp.com,Vipin Varma,(+91) 1814411888,info.jalandhar@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,8311,IDP Education India Pvt. Ltd,"Coastal Chambers, Opp Mercy estate Hotel, M G Road, Cochin 682016",www.idp.com,Bhuvaneswari S,(+91) 484-4411888,info.kochi@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10715,IDP Education India Pvt. Ltd,"1st Floor, Corporate House, 3A Shakespeare Sarani, Beside A C Market Kolkata 7000071",www.idp.com,Sandip Sarkar,(+91) 33 44118888,info.kolkata@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,8957,IDP Education India Pvt. Ltd,"SCO 41,1st Floor, Feroz Gandhi Market, Bhai Bala Chowk, Ludhiana 141001",www.idp.com,Harjot Singh Thind,(+91) 161-4211800,info.ludhiana@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4398,IDP Education India Pvt. Ltd,"Express Building, 3rd Floor, Churchgate, Opp. Churchgate Railway Station, Mumbai 400020",www.idp.com,Shailendra Amin,(+91) 22 4411 8888,info.mumbai@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9326,IDP Education India Pvt. Ltd,"Office No.1, Ground Floor and Mezzanine Floor, Dnyanesh Complex 103, CTS No. 1179/3,Shivaji Nagar, Pune 411015",www.idp.com,Sundeep Malhotra,(+91) 20 4411 8888,info.pune@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20045,IDP Education India Pvt. Ltd,"205, 2nd Floor, OCEAN Dr. Sarabhai Road, Genda Circle, Vadodara 390003",www.idp.com,Vaibhav Nagpal,(+91) 265 613 5200,info.vadodara@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,40661,IDP Education India Pvt. Ltd,"Door Number : 10-1-9/4 Vinayagar Heights Sampat Vinayaka Temple, Asilmetta Visakhapatnam",www.idp.com,Anjali Sood,(+91) 891-6611888,info.visakhapatnam@idp.com,IDP,IDP,India,IND,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18991,IDP Education India Pvt. Ltd,"104, Century Plaza Building, Jumeirah 1, PO Box 50085, Dubai, United Arab Emirates",www.idp.com,Ms. Sabina Kosuri,(+97) 143 446 814 ,sabina.kosuri@idp.com,IDP,IDP,India,IND,,,,,,,,,,,,,,,,,,
,4394,IDP EDUCATION - Mauritius,"4th Floor, Ken Lee Building, 20 Edith Cavell Street Port Louis, Mauritius",www.idp.com,,230 210 1971,info@portlouis.idp.com,IDP,IDP,India,IND,,,,,,,,,,,,,,,,,,
